,iteration,success,nllh,k,N,bic,c_0,sc,tau_rel,theta(cost=high),theta(cost=low)
0,0,True,74.1746762746,5,24,164.239621701,37.9043136512,0.393074761501,22.3163448243,9.74237806072,16.9896498881
