,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,65.965187386,5,24,147.820643924,44.8506659459,0.038432813993,99.8199267527,118.027710392,161.33946534
