,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,61.7350743429,5,24,139.360417838,46.3152304646,0.0451535761435,21.3971536941,46.3130923931,169.477852491
