,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,62.1741106921,5,24,140.238490536,469.172927292,0.00990243310377,53.6964567805,732.111615815,1404.33753649
