,iteration,success,nllh,k,N,bic,c_0,sc,tau_rel,theta(cost=high),theta(cost=low)
0,0,True,58.2492146483,5,24,132.388698448,50.9088654615,0.317447941675,3.39776726196,9.2529099211,54.8115795754
