,iteration,success,nllh,k,N,bic,c_0,pow_gain,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,81.0542613881,5,24,177.998791928,78.9011276528,1.03826222809,48.7491866268,86.6939133031,139.965415025
