,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,31.4107043786,5,24,78.7116779089,0.600301117001,0.285601468975,4.5408824112,3.28695345304,6.77579479551
