,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,68.1621022173,5,24,152.214473586,0.0109461204997,0.0118244001251,0.00183323957037,4.32644831291,6.66384134914
