,iteration,success,nllh,k,N,bic,c,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,16.7053868498,5,24,49.3010428513,12.641672606,0.0778760940508,268.590827906,0.264979144975,0.694393735496
