,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,61.6191630943,5,24,139.12859534,427.893815752,0.0138451152117,49.4096063058,408.474947252,1764.76854673
