,iteration,success,nllh,k,N,bic,c_0,sc,tau_rel,theta(cost=high),theta(cost=low)
0,0,True,52.8793514538,5,24,121.648972059,42.1678845475,0.259951163218,14.6305801172,15.6095299238,53.8451963356
