,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,69.0877192607,6,24,157.243761504,39.8345472329,13.0129079763,0.0667289105595,1.97142495439,28.9461978395,124.214743769
