,iteration,success,nllh,k,N,bic,c_0,sc,tau_rel,theta(cost=high),theta(cost=low)
0,0,True,66.3213478237,5,24,148.532964799,34.6822274444,0.449646653355,45.4807295638,9.77572549753,36.3122079961
