,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,56.8082602796,5,24,129.506789711,36.2982476048,0.0656633315995,58.8123977808,23.4082874981,78.3405041201
