,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,51.2498435871,5,24,118.389956326,505.750187541,0.0117629638121,33.1082681884,50.1571688012,1679.29759216
