,iteration,success,nllh,k,N,bic,c,r,tau,theta(cost=high),theta(cost=low)
0,0,True,41.7036028358,5,24,99.2974748233,30.5716678206,0.0280379829484,42.0808994688,3.31571672794,29.6772319388
