,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,65.6816471219,5,24,147.253563395,116.619430057,1.41728059032,8.13529414398,125.89423372,162.167814381
