,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,52.2990388887,6,24,123.66640076,39.7279261205,1.21274100563,0.256053553353,0.394706730359,16.0200937003,40.4543217862
