,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,65.3242568786,5,24,146.538782909,11.3268404602,0.381567752345,1.55372738446,13.0264638775,40.2109562124
