,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,64.9205645094,5,24,145.731398171,1.7230755276,0.21340199818,1.28723428382,45.632497774,55.8659023548
