,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,56.1104409798,5,24,128.111151111,8.359256216,0.255631251145,6.71272910586,3.79642419463,74.9176129833
