,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,39.319341491,5,24,94.5289521338,274.633648535,0.390107965638,192.731476507,115.666060452,177.714013928
