,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,76.5904386962,6,24,172.249200375,55.9746120141,82.7474996997,0.0028371362361,11.6351453764,209.075788178,256.126298015
