,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,60.1832151965,5,24,136.256699545,223.071677462,0.0200063059325,3.26451943394,432.494195673,454.655514593
