,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,71.6826297403,5,24,159.255528632,8.33421527126,0.174573108743,29.5287052907,38.2127482232,43.2623727771
