,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,59.1538316556,5,24,134.197932463,0.664951260299,0.0323112301029,54.9499662378,17.8118186142,93.8721524005
