,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,100.581304882,5,24,217.052878916,48.2969939218,0.196963736798,56.8044512859,62.7939565633,86.0954255276
