,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,55.7579695838,6,24,130.58426215,47.7513577767,2.39841902132,0.263573185572,0.916525261902,18.3170621954,34.6974667828
