,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,43.7172817093,6,24,106.502886401,99.8425423567,0.608954053643,0.0475067526318,1.26444597411,74.8092595662,76.5058427456
