,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,76.595231663,5,24,169.080732478,76.4127103044,0.785559912456,20.4522824882,131.887983546,232.04591698
