,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,98.3949379436,5,24,212.680145039,18.1636857199,0.0739747730128,0.439204049708,167.221773863,156.507563034
