,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,93.3241064147,5,24,202.538481981,20.0403158864,0.131643551206,45.6296505529,149.081602271,258.531675174
