,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,29.7075375824,5,24,75.3053443166,40.7558244282,0.0801649176739,181.543516314,18.6296776748,19.4155606335
