,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,49.8211820886,5,24,115.532633329,48.8182900429,0.0119484290409,75.9191084526,157.614921814,178.508329911
