,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,67.3467640888,5,24,150.583797329,16.2093738303,0.0806076246207,1.76764098822,33.6604809872,78.1994830032
