,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,71.237461304,5,24,158.36519176,31.1381025744,0.403771256636,34.5138248761,28.6520635299,57.965671334
