,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,62.3514923209,5,24,140.593253794,10.2026512536,0.165887439764,0.607557013793,25.5915736663,43.7575138892
