,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,65.1739359826,5,24,146.238141117,52.5639599498,0.286845208431,0.150907917225,21.3114141218,78.6109960767
