,iteration,success,nllh,k,N,bic,c,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,54.4605115649,5,24,124.811292282,58.0400591006,0.0902231685721,22.4618847979,8.41505548917,42.5778786818
