,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,41.1633486492,5,24,98.2169664501,53.2051234598,0.242021694791,124.139884717,5.25853839928,46.9653205313
