,iteration,success,nllh,k,N,bic,c,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,74.8423336202,5,24,165.574936392,99.7634871106,0.0125198906188,5.91899776931,83.9076828495,198.695081334
