,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,71.7887382486,5,24,159.467745649,153.415999714,0.0047985159878,17.000065391,256.747676645,387.518404276
