,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,71.2547877026,5,24,158.399844557,341.759773552,0.0292457855312,54.1210663279,348.169823099,1350.39115798
