,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,64.6189064295,6,24,148.306135841,54.5931038565,0.229988322399,0.133486602296,0.679604238615,16.4773609843,108.545529399
