,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,112.017667882,5,24,239.925604915,56.1437784023,0.180785141548,47.0743999326,51.6654492213,96.8668299211
