,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,63.8037789319,6,24,146.675880846,55.2293512314,0.289479912094,0.0977829597034,0.237966448439,35.6820215328,48.9350042152
