,iteration,success,nllh,k,N,bic,c,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,87.4342547041,5,24,190.75877856,99.1046606764,0.0679409901365,8.29207823595,110.081689206,221.530245869
