,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,63.563598756,5,24,143.017466664,8.22397415242,0.016904366874,2.3497934617,30.5029360144,145.159125544
