,iteration,success,nllh,k,N,bic,c_0,sc,tau_rel,theta(cost=high),theta(cost=low)
0,0,True,55.688393337,5,24,127.267055826,35.3720387514,0.122283301886,5.27491094985,4.06363323471,65.8396042923
