,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,71.3478161641,5,24,158.58590148,316.71917696,0.0192618738676,59.1812137865,716.541464664,865.310406642
