,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,72.3204272141,5,24,160.53112358,21.4043784348,0.0387674342892,2.08780286563,48.7650151333,157.38316806
