,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,62.6890656876,5,24,141.268400527,14.523368991,0.186974109112,34.5059954966,13.2581123609,103.028694833
