,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,41.3118870035,5,24,98.5140431587,239.335362423,9.2640687108,3.11555549248,126.774433172,107.55508878
