,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_normal_trunc,theta(cost=high),theta(cost=low)
0,0,True,71.0882087552,5,24,158.066686662,9.28575689891,0.486330569825,0.16691748759,25.1143582602,31.6564256059
