,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,63.9413572935,5,24,143.772983739,1.04341106304,0.0988650954763,29.2498859548,54.0481070503,119.479131445
