,iteration,success,nllh,k,N,bic,c,r,tau,theta(cost=high),theta(cost=low)
0,0,True,58.3560712611,5,24,132.602411674,34.8993304391,0.0703238116049,0.391334547809,17.1062108083,133.554078476
