,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,61.2055790528,6,24,141.479481088,35.4402613492,43.3176757211,0.331308969429,83.2825059313,18.4729615189,154.290094282
