,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,78.0014964479,6,24,175.071315878,34.9247547647,14.2755344318,0.125757097985,3.5372632164,43.6107220008,196.105373355
