,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,51.5313407396,5,24,118.952950631,117.395799233,0.279937330047,9.70362727576,53.3922065219,151.981953922
