,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,68.0131893182,5,24,151.916647788,54.511067311,0.399144402233,1.44096137828,27.8962666435,34.8952008866
