,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,65.7551031496,5,24,147.400475451,0.452864578828,0.029404593114,0.158384184569,7.96070389516,24.9452082557
