,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,46.346526403,5,24,108.583321958,0.0363910154344,0.0831656466784,58.4496022407,0.931010015966,1.04715691881
