,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,61.8028586502,5,24,139.495986452,437.075062199,0.0122421739289,21.3099170637,782.057376872,752.936137099
