,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_normal_trunc,theta(cost=high),theta(cost=low)
0,0,True,62.201213669,5,24,140.29269649,11.5571836999,0.0946925798905,0.892858392146,31.6418279009,47.7579425977
